AutoID_row_number,rateA(summer),rateB(spring),rateC(winter),load>50% (%),Average loading (%)
131,389.48,388.253,390.723,54.698,46.973
132,390.632,409.371,446.319,0.0,30.678
133,390.401,412.051,444.386,0.0,33.165
134,391.205,410.1,446.278,0.0,33.574
135,390.989,390.584,391.038,36.373,46.836
136,390.418,391.254,390.624,77.025,66.006
137,389.065,410.09,444.892,104.969,97.482
138,680.587,745.898,821.275,36.433,50.309
139,389.207,391.539,391.194,83.23,69.636
140,392.804,410.283,449.038,72.812,62.183
141,448.458,451.106,447.797,68.622,49.17
142,350.134,373.096,390.987,0.0,15.143
143,391.126,389.135,390.701,0.0,14.829
144,202.979,243.385,303.328,0.0,35.058
145,389.519,390.724,390.23,0.0,33.282
146,390.33,390.603,391.414,0.0,14.808
147,390.628,409.342,446.404,0.0,15.099
148,780.619,779.292,781.233,0.0,6.69
149,781.82,781.147,780.158,0.0,10.626
150,768.697,781.399,780.188,0.0,8.182
151,391.779,389.579,390.694,0.0,38.35
152,349.83,373.473,390.739,77.41,60.793
153,390.268,389.491,391.617,77.435,61.014
154,389.858,390.697,389.629,0.0,28.439
155,1230.664,1229.198,1228.985,0.0,4.411
156,776.727,782.0,782.19,0.0,14.486
157,391.709,390.689,390.341,0.0,19.12
158,388.962,391.398,391.035,0.0,20.973
159,784.336,779.414,781.122,0.0,7.652
160,390.058,390.185,391.898,0.0,29.014
161,390.053,390.212,389.171,73.308,60.49
162,392.394,410.071,446.771,0.0,35.571
163,392.19,410.983,445.757,0.0,32.931
164,392.113,407.737,444.944,0.0,18.412
165,390.919,410.471,446.558,0.0,18.406
166,391.996,408.872,444.155,0.0,25.573
167,391.067,411.157,444.811,0.0,25.507
168,848.623,888.59,959.966,0.0,20.245
169,765.638,782.051,778.897,0.0,7.171
170,195.85,196.17,195.717,0.0,38.437
171,411.556,437.276,485.447,0.0,13.405
172,390.913,390.842,390.982,0.0,16.942
173,384.827,391.255,390.672,0.0,29.122
174,383.128,410.698,444.324,0.0,25.715
175,384.254,409.661,446.954,0.0,23.835
176,186.453,234.308,234.977,9.028,45.744
177,234.578,234.281,234.573,9.092,45.562
178,383.708,409.186,445.645,0.0,25.396
179,186.075,243.184,304.273,0.0,24.961
180,186.191,242.835,304.189,0.0,26.364
181,186.46,242.081,304.378,0.0,26.386
182,185.922,243.748,305.118,22.801,31.293
183,373.913,373.287,372.021,0.0,36.266
184,391.512,391.149,389.998,0.0,16.814
185,390.489,390.105,391.11,0.0,15.583
186,392.072,409.478,445.666,0.0,46.439
187,392.064,411.217,445.612,0.0,37.028
188,389.521,391.978,390.765,0.0,21.188
189,389.775,390.286,390.534,0.0,17.374
190,389.069,391.023,389.326,0.0,18.029
191,782.839,779.95,783.632,0.0,12.064
192,1230.541,1232.583,1230.051,0.0,24.477
193,780.413,781.395,780.56,0.0,28.31
194,373.595,374.079,372.99,0.0,21.912
195,503.751,505.182,507.284,0.0,29.977
196,390.319,390.361,390.768,13.718,34.578
197,196.571,195.774,195.241,0.0,37.538
198,195.824,195.583,196.5,0.0,41.511
199,383.098,391.586,389.35,0.0,20.348
200,385.673,389.413,390.269,0.0,22.668
201,384.344,390.392,390.755,0.0,22.748
202,378.537,391.56,390.258,0.0,26.592
203,379.612,389.154,389.121,0.0,26.395
204,384.371,390.491,390.392,0.0,30.877
205,390.242,391.983,391.812,0.0,35.506
206,390.325,391.211,389.664,0.0,35.782
207,385.836,389.755,389.602,0.0,23.64
208,385.027,389.779,390.74,0.0,22.984
209,390.504,392.093,390.961,0.0,35.279
210,780.405,778.762,782.158,0.0,25.793
211,781.78,781.679,778.106,0.0,25.975
212,392.147,408.216,443.973,0.0,24.907
213,388.812,410.643,444.035,0.0,24.696
214,378.583,390.754,391.115,0.0,28.286
215,378.843,389.321,389.597,0.0,28.731
216,384.709,410.024,445.85,0.0,21.009
217,783.498,781.441,782.852,0.0,11.338
218,781.834,779.366,783.805,0.0,11.508
219,391.033,409.978,446.762,0.0,19.266
220,383.8,408.285,446.485,0.0,26.333
221,384.67,409.067,446.518,0.0,26.524
222,348.857,373.608,412.749,0.0,24.203
223,392.551,410.155,446.184,0.0,26.922
224,1392.542,1419.013,1419.041,0.0,12.387
225,1394.868,1419.963,1415.961,0.0,13.473
226,1419.301,1419.235,1420.265,0.0,17.407
227,1423.907,1424.483,1422.488,0.0,7.327
228,1420.182,1421.691,1417.147,104.832,106.856
229,1421.066,1421.524,1417.24,0.0,27.882
230,1422.717,1418.846,1417.771,106.444,99.752
231,1417.473,1416.755,1417.813,91.072,78.404
232,1423.831,1418.957,1421.867,0.0,19.428
233,1398.224,1413.297,1418.156,104.542,159.869
234,1422.735,1417.487,1417.969,77.441,66.09
235,1357.047,1422.572,1420.404,0.0,40.474
236,1349.103,1423.602,1421.961,9.073,48.366
237,1419.214,1422.124,1417.244,77.767,73.276
238,1423.99,1420.189,1423.078,0.0,42.617
239,1357.992,1415.142,1421.847,0.0,39.101
240,1352.17,1417.643,1421.795,0.0,26.299
241,1356.375,1415.988,1413.758,0.0,23.231
242,1420.858,1418.659,1418.298,0.0,8.716
243,1357.648,1419.082,1419.568,73.321,55.19
244,347.859,348.317,348.567,104.272,98.06
245,348.337,348.627,346.245,104.893,96.477
246,346.418,349.659,348.362,104.841,96.619
247,1423.498,1421.999,1416.925,0.0,39.441
248,1422.811,1413.342,1422.672,0.0,33.847
249,1671.677,1760.934,1904.304,0.0,17.649
250,1675.322,1753.176,1894.242,0.0,24.664
251,1352.716,1425.874,1418.562,0.0,26.035
252,1416.366,1415.753,1422.724,105.903,142.632
253,1417.15,1427.309,1427.934,0.0,33.3
254,1412.593,1413.834,1418.35,0.0,10.528
255,1424.476,1422.644,1423.473,4.526,39.458
256,1422.121,1419.922,1419.266,0.0,26.926
257,1673.085,1755.89,1909.74,0.0,6.637
258,1419.55,1422.724,1416.446,0.0,7.123
259,1421.791,1415.094,1423.241,0.0,9.032
260,1424.191,1413.838,1418.063,0.0,8.775
261,1672.612,1748.487,1908.16,0.0,5.846
262,1672.089,1756.973,1896.965,0.0,6.593
263,1677.142,1751.784,1905.776,0.0,6.793
264,1424.906,1419.967,1419.283,73.03,58.401
265,1420.001,1418.784,1419.356,72.856,57.857
266,1417.306,1423.9,1420.903,0.0,8.213
267,1418.774,1419.974,1426.567,77.579,59.184
268,1422.311,1422.304,1419.634,18.245,45.68
269,540.637,543.146,541.68,68.121,51.412
270,540.645,542.783,541.267,104.145,65.809
271,1418.586,1424.92,1418.298,0.0,19.598
272,358.564,358.535,358.473,9.193,34.016
273,359.043,359.652,359.291,58.723,53.882
274,1424.938,1434.863,1703.515,0.0,14.765
275,1427.279,1432.404,1699.805,0.0,14.713
276,1419.134,1420.078,1425.402,0.0,21.409
277,1423.068,1427.518,1418.93,0.0,8.831
278,348.599,348.462,347.476,96.148,87.463
279,347.652,347.858,347.895,96.156,87.811
280,517.658,518.028,519.275,0.0,21.12
281,517.051,517.343,517.303,0.0,21.134
282,447.109,448.802,448.599,104.18,1398.493
283,447.453,449.564,450.111,13.762,29.982
284,1422.193,1420.005,1419.779,18.292,42.192
285,1421.375,1423.411,1415.742,0.0,9.841
286,1418.552,1423.199,1421.392,0.0,11.708
287,1424.399,1426.321,1418.898,0.0,11.115
288,1310.277,1416.11,1421.798,0.0,10.085
289,1419.703,1417.688,1423.348,0.0,13.302
290,1510.357,1608.242,1743.207,0.0,12.829
291,1419.082,1417.958,1418.281,0.0,11.529
292,69.475,98.181,98.565,105.142,129.53
293,146.254,151.841,152.43,105.8,86.733
294,81.663,115.878,115.934,104.437,124.356
295,81.826,115.439,116.091,105.552,124.254
296,100.515,107.587,107.583,105.103,137.051
297,82.292,115.712,115.855,105.166,126.062
298,81.766,115.858,115.908,104.808,125.683
299,81.888,115.96,115.632,105.7,141.913
300,64.452,72.783,72.827,105.644,222.019
301,34.891,49.157,49.229,104.635,333.093
302,41.003,57.171,57.112,105.471,316.879
303,41.124,57.425,57.655,105.82,319.797
304,64.43,72.462,72.618,104.898,250.173
305,34.884,49.265,48.994,104.936,372.698
306,64.699,72.991,72.807,105.946,258.916
307,281.44,298.358,329.825,104.882,59.536
308,98.695,106.678,106.229,105.185,180.899
309,139.76,165.084,208.057,104.149,96.058
310,175.19,190.331,211.826,105.495,97.595
311,174.862,190.511,212.472,104.919,96.226
312,391.091,409.755,445.766,0.0,46.777
313,1229.447,1230.471,1230.117,0.0,22.612
314,204.129,243.176,304.568,103.977,71.728
315,921.091,964.577,1048.408,0.0,22.081
316,918.251,963.868,1047.361,0.0,22.478
317,382.913,389.385,390.538,105.474,60.229
318,383.426,410.346,443.368,0.0,53.098
319,1243.458,1311.887,1445.78,0.0,27.56
320,349.537,374.299,411.509,104.659,60.236
321,391.668,409.644,445.56,105.607,55.126
322,391.542,411.522,446.292,105.059,55.847
323,69.816,98.324,98.069,104.999,301.926
324,64.702,72.941,72.789,105.524,408.862
325,64.372,72.917,72.914,105.453,406.889
326,41.006,57.327,57.303,104.481,519.828
327,145.703,151.393,151.344,105.01,199.263
328,41.13,57.258,57.54,104.622,522.225
329,81.944,115.705,115.608,104.009,261.203
330,146.082,151.138,151.688,105.137,200.818
331,40.824,57.532,57.631,105.333,531.989
332,81.789,115.81,116.009,104.837,268.916
333,129.443,146.572,146.005,105.83,214.117
334,145.78,151.629,151.309,105.48,203.773
335,92.128,130.939,131.401,104.851,239.004
336,82.004,115.957,115.816,104.667,275.258
337,92.182,130.974,131.512,104.097,240.511
338,131.102,163.386,163.196,104.79,196.566
339,54.398,61.258,61.545,104.653,510.38
340,62.62,69.872,69.743,105.521,454.189
341,63.551,79.023,79.013,105.29,401.594
342,63.543,78.714,79.082,104.659,408.257
343,81.824,81.808,81.834,105.298,391.29
344,34.842,49.194,49.055,104.746,659.122
345,34.831,49.046,49.231,104.997,657.706
346,34.906,49.071,49.188,104.489,667.893
347,64.528,72.664,72.945,104.342,455.779
348,76.887,95.381,95.428,104.915,347.867
349,64.539,72.8,72.846,104.841,450.154
350,64.465,72.478,72.672,104.903,454.427
351,64.649,72.595,72.82,104.681,457.376
352,64.505,72.85,73.008,104.912,461.37
353,256.884,255.761,255.564,0.0,4.478
354,173.514,174.018,173.805,0.0,6.601
355,128.671,129.165,129.284,0.0,17.772
356,128.941,128.88,128.947,0.0,17.635
357,129.323,128.653,129.516,0.0,17.044
358,122.881,123.32,122.85,0.0,17.5
359,256.269,256.167,256.727,0.0,7.064
360,256.536,256.697,255.795,0.0,6.984
361,51.241,51.344,51.437,0.0,21.697
362,64.583,64.785,64.823,0.0,17.098
363,129.46,129.389,129.147,0.0,8.776
364,129.425,128.935,129.135,0.0,9.47
365,129.154,129.36,129.768,0.0,9.49
366,129.222,128.98,129.225,0.0,10.58
367,129.196,129.348,129.176,0.0,10.437
368,64.668,64.566,64.496,0.0,20.74
369,129.185,129.973,129.141,0.0,10.434
370,459.892,459.932,461.002,0.0,23.349
371,128.841,129.456,129.477,0.0,11.032
372,129.162,129.215,129.566,0.0,11.1
373,128.812,129.409,129.503,0.0,10.919
374,128.455,128.79,129.041,0.0,11.048
375,461.828,461.693,459.711,0.0,8.647
376,460.975,457.539,461.789,0.0,8.684
377,368.164,368.717,370.234,0.0,34.229
378,368.583,369.42,367.746,0.0,34.722
379,128.981,129.117,128.896,0.0,13.799
380,122.564,122.823,123.185,0.0,13.515
381,123.162,122.698,123.175,0.0,13.649
382,81.826,81.968,82.196,50.631,53.426
383,368.741,369.188,369.051,0.0,24.586
384,369.058,368.408,369.1,0.0,24.801
385,122.938,123.106,123.026,0.0,17.158
386,129.501,128.972,130.038,0.0,16.495
387,173.958,174.227,175.409,0.0,17.522
388,128.965,129.54,128.949,0.0,23.125
389,129.458,129.107,129.385,0.0,23.176
390,64.739,64.68,64.674,0.0,33.164
391,64.784,64.791,64.522,0.0,32.67
392,64.483,64.713,64.762,0.0,32.416
393,173.686,174.479,174.584,0.0,12.883
394,174.9,174.329,174.798,0.0,12.741
395,174.041,174.709,174.817,0.0,14.059
396,173.349,174.528,174.375,0.0,14.072
397,129.911,129.521,128.92,0.0,18.724
398,129.438,128.615,129.194,0.0,20.013
399,128.954,128.999,129.33,0.0,19.77
400,129.498,129.696,129.458,0.0,19.614
401,461.566,460.707,462.857,0.0,33.151
402,461.126,461.992,462.262,0.0,33.727
403,64.412,64.506,64.659,4.564,47.516
404,64.525,64.511,64.194,0.0,45.356
405,128.131,129.585,129.474,0.0,21.482
406,129.238,129.545,128.9,0.0,21.448
407,174.025,174.493,173.73,0.0,15.83
408,462.212,460.187,460.172,0.0,10.178
409,174.176,174.11,174.135,0.0,19.291
410,174.922,174.074,175.162,0.0,19.376
411,256.2,255.773,255.4,0.0,32.719
412,256.671,256.418,256.532,0.0,32.176
413,64.724,64.584,64.263,105.295,54.895
414,129.283,129.293,128.879,0.0,29.455
415,459.499,460.786,462.4,0.0,26.553
416,462.59,461.532,461.672,0.0,26.755
417,144.041,143.947,143.45,0.0,24.593
418,174.22,174.259,174.389,0.0,22.569
419,174.552,174.409,174.423,0.0,22.856
420,460.787,462.301,461.484,0.0,9.662
421,460.207,460.508,461.355,0.0,9.722
422,129.036,129.596,129.536,0.0,30.131
423,128.958,129.815,129.111,0.0,30.298
424,64.628,64.706,64.498,104.322,59.902
425,64.781,64.565,64.618,105.079,59.898
426,173.99,173.64,174.122,0.0,23.307
427,174.281,174.434,173.999,0.0,22.994
428,173.068,173.495,174.494,0.0,23.356
429,174.052,173.382,174.15,0.0,23.775
430,174.461,174.106,174.083,0.0,23.359
431,174.661,174.169,174.364,0.0,24.25
432,173.725,174.197,173.985,0.0,23.92
433,173.791,174.909,174.063,0.0,24.357
434,129.242,128.729,129.108,0.0,33.826
435,174.433,175.115,173.851,0.0,25.104
436,129.099,129.315,129.318,0.0,33.718
437,123.127,123.221,123.154,0.0,37.609
438,129.014,129.077,129.434,0.0,35.612
439,460.608,460.428,461.602,0.0,26.649
440,460.779,462.016,462.149,0.0,26.675
441,174.287,174.585,174.415,0.0,27.464
442,173.615,173.531,173.977,0.0,27.51
443,128.787,128.866,128.889,0.0,35.761
444,64.683,64.531,64.667,105.337,71.603
445,64.753,64.777,64.53,104.523,72.347
446,129.234,129.26,129.04,0.0,36.354
447,461.078,462.199,461.72,0.0,37.492
448,459.32,462.375,461.884,0.0,29.089
449,174.869,174.183,174.168,0.0,34.626
450,174.187,174.575,174.389,0.0,27.671
451,129.202,129.238,129.277,0.0,37.217
452,129.754,129.125,129.439,0.0,37.666
453,129.361,129.296,128.82,0.0,37.273
454,460.33,463.075,459.864,0.0,15.093
455,460.419,461.807,459.538,0.0,14.981
456,129.489,128.625,129.391,0.0,38.876
457,129.569,128.904,129.274,0.0,39.4
458,129.337,129.414,128.575,0.0,38.675
459,174.579,174.455,174.575,0.0,28.743
460,123.011,123.229,123.312,0.0,41.204
461,122.846,122.916,123.209,0.0,40.832
462,129.319,128.836,128.93,0.0,42.496
463,174.211,173.968,174.564,0.0,31.155
464,128.846,129.409,129.923,0.0,42.557
465,123.162,122.973,122.795,0.0,44.808
466,129.174,128.638,129.407,0.0,42.616
467,174.015,174.623,173.786,0.0,31.492
468,122.952,123.185,122.951,0.0,44.127
469,122.842,123.259,123.298,0.0,43.939
470,123.397,123.125,122.788,0.0,44.029
471,128.809,128.591,129.189,0.0,41.508
472,460.101,462.189,461.686,13.771,46.747
473,459.659,462.097,462.216,73.068,61.765
474,461.771,460.331,462.784,72.617,59.608
475,462.227,461.501,460.675,0.0,20.491
476,129.292,129.646,128.739,78.314,58.549
477,174.091,174.615,174.808,0.0,36.16
478,128.924,129.362,129.43,0.0,49.424
479,173.994,174.499,173.792,0.0,36.165
480,174.464,174.192,173.993,0.0,34.843
481,123.249,123.124,123.495,0.0,49.362
482,123.049,122.737,122.858,0.0,49.103
483,174.117,174.728,174.133,0.0,34.485
484,173.775,174.528,173.855,0.0,35.601
485,174.088,173.403,174.36,0.0,35.974
486,174.403,173.3,174.613,0.0,35.517
487,461.994,461.444,461.479,63.807,50.731
488,461.7,461.376,463.003,63.657,49.597
489,129.755,129.246,128.705,0.0,48.538
490,173.734,174.406,174.053,0.0,36.288
491,173.939,174.666,174.238,0.0,36.426
492,174.203,173.974,173.922,0.0,36.581
493,174.764,173.92,174.13,0.0,37.19
494,174.227,174.386,174.208,0.0,36.188
495,174.225,174.045,174.473,0.0,37.403
496,174.258,174.029,173.662,0.0,36.916
497,174.153,173.909,174.988,0.0,37.797
498,129.028,128.964,129.073,0.0,51.652
499,128.698,129.131,129.435,22.865,53.168
500,129.436,129.185,129.071,22.868,53.519
501,64.727,64.555,64.554,104.55,106.654
502,64.563,64.696,64.786,104.926,107.896
503,64.516,64.515,64.685,105.665,107.739
504,129.187,129.235,129.607,104.918,54.748
505,129.375,129.103,128.768,104.596,54.51
506,129.302,128.985,129.377,105.819,56.557
507,129.285,129.028,129.304,104.851,56.539
508,128.866,129.13,129.024,104.727,56.211
509,174.645,174.444,173.734,0.0,42.804
510,174.578,174.423,173.822,0.0,43.121
511,173.62,174.375,174.678,0.0,42.988
512,174.863,174.283,173.641,0.0,42.964
513,460.23,461.16,459.762,0.0,37.862
514,173.933,174.722,174.381,0.0,46.138
515,174.638,173.682,174.06,0.0,45.886
516,128.8,129.317,129.759,104.903,62.5
517,128.49,129.397,129.523,105.343,62.716
518,174.086,174.218,174.413,0.0,47.684
519,174.437,174.328,174.296,0.0,47.65
520,174.526,173.693,173.832,0.0,47.624
521,122.799,123.424,122.902,105.312,67.141
522,122.298,122.866,122.535,104.682,67.362
523,174.219,173.529,174.111,0.0,48.447
524,174.267,174.398,174.315,0.0,47.738
525,174.053,174.298,174.022,0.0,48.41
526,459.517,461.76,461.025,0.0,30.316
527,461.919,459.498,460.206,0.0,30.387
528,460.91,459.083,463.096,0.0,30.313
529,129.184,129.195,129.308,104.842,67.753
530,128.975,128.776,129.454,104.42,66.001
531,128.302,128.804,128.993,105.034,68.434
532,129.271,129.174,129.112,104.877,67.833
533,173.987,174.107,174.233,63.933,53.068
534,173.906,174.138,173.841,68.618,54.317
535,174.34,174.167,174.617,0.0,51.64
536,173.303,174.075,173.134,0.0,51.565
537,174.347,174.835,174.607,0.0,52.289
538,173.535,174.212,173.805,0.0,52.492
539,173.592,174.129,174.609,0.0,51.998
540,174.692,174.521,173.578,0.0,53.11
541,174.163,174.329,174.723,104.611,59.286
542,173.499,174.387,174.791,104.726,58.776
543,174.351,173.652,174.428,105.465,56.431
544,173.873,174.53,174.379,105.274,56.511
545,174.539,173.828,173.257,105.482,56.825
546,173.981,174.301,175.089,105.288,58.512
547,173.639,174.185,173.633,105.07,58.059
548,174.144,174.211,174.267,105.383,82.801
549,173.912,174.322,173.998,105.275,61.41
550,174.522,174.014,174.95,104.579,61.332
551,173.633,174.256,173.644,104.756,61.399
552,173.812,174.752,174.165,105.245,64.027
553,174.244,173.779,173.855,105.055,63.436
554,174.029,173.843,174.622,104.675,66.456
555,174.693,174.047,173.773,105.537,65.424
556,174.167,174.919,174.042,104.834,66.726
557,173.477,174.438,174.172,105.751,67.172
