index,Life Assessment,Total_Indicator
112,0.307,0.307
113,0.243,0.243
114,0.233,0.233
115,0.204,0.204
116,0.124,0.124
117,0.228,0.228
118,0.456,0.456
119,0.248,0.248
120,0.121,0.121
121,0.027,0.027
122,0.241,0.241
123,0.224,0.224
124,0.22,0.22
125,0.014,0.014
126,0.136,0.136
127,0.138,0.138
128,0.246,0.246
129,0.196,0.196
130,0.035,0.035
131,0.106,0.106
132,0.01,0.01
133,0.003,0.003
134,0.235,0.235
135,0.095,0.095
136,0.026,0.026
137,0.023,0.023
138,0.011,0.011
139,0.12,0.12
140,0.2,0.2
141,0.179,0.179
142,0.018,0.018
143,0.194,0.194
144,0.029,0.029
145,0.156,0.156
146,0.139,0.139
147,0.201,0.201
148,0.023,0.023
149,0.026,0.026
150,0.233,0.233
151,0.135,0.135
152,0.013,0.013
153,0.214,0.214
154,0.028,0.028
155,0.241,0.241
156,0.104,0.104
157,0.123,0.123
158,0.021,0.021
159,0.219,0.219
160,0.028,0.028
161,0.025,0.025
162,0.01,0.01
163,0.189,0.189
164,0.113,0.113
165,0.008,0.008
166,0.211,0.211
167,0.142,0.142
168,0.05,0.05
169,0.239,0.239
170,0.191,0.191
171,0.032,0.032
172,0.026,0.026
173,0.031,0.031
174,0.102,0.102
175,0.064,0.064
176,0.034,0.034
177,0.097,0.097
178,0.257,0.257
179,0.274,0.274
180,0.247,0.247
181,0.004,0.004
182,0.024,0.024
183,0.009,0.009
184,0.105,0.105
185,0.037,0.037
186,0.033,0.033
187,0.126,0.126
188,0.091,0.091
189,0.136,0.136
190,0.025,0.025
191,0.093,0.093
192,0.23,0.23
193,0.028,0.028
194,0.095,0.095
195,0.03,0.03
196,0.118,0.118
197,0.035,0.035
198,0.217,0.217
199,0.033,0.033
200,0.007,0.007
201,0.111,0.111
202,0.283,0.283
203,0.036,0.036
204,0.014,0.014
205,0.128,0.128
206,0.219,0.219
207,0.212,0.212
208,0.262,0.262
209,0.101,0.101
210,0.147,0.147
211,0.218,0.218
212,0.183,0.183
213,0.29,0.29
214,0.095,0.095
215,0.019,0.019
216,0.03,0.03
217,0.096,0.096
218,0.186,0.186
219,0.009,0.009
220,0.103,0.103
221,0.111,0.111
222,0.026,0.026
223,0.293,0.293
224,0.245,0.245
225,0.029,0.029
226,0.011,0.011
227,0.108,0.108
228,0.013,0.013
229,0.025,0.025
230,0.024,0.024
231,0.228,0.228
232,0.258,0.258
233,0.01,0.01
234,0.004,0.004
235,0.194,0.194
236,0.206,0.206
237,0.094,0.094
238,0.03,0.03
239,0.051,0.051
240,0.016,0.016
241,0.177,0.177
242,0.014,0.014
243,0.01,0.01
244,0.037,0.037
245,0.135,0.135
246,0.025,0.025
247,0.105,0.105
248,0.253,0.253
249,0.202,0.202
250,0.1,0.1
251,0.035,0.035
252,0.018,0.018
253,0.02,0.02
254,0.252,0.252
255,0.122,0.122
256,0.146,0.146
257,0.064,0.064
258,0.171,0.171
259,0.191,0.191
260,0.027,0.027
261,0.016,0.016
262,0.011,0.011
263,0.009,0.009
264,0.163,0.163
265,0.093,0.093
266,0.116,0.116
267,0.102,0.102
268,0.158,0.158
269,0.035,0.035
270,0.114,0.114
271,0.135,0.135
272,0.159,0.159
273,0.024,0.024
274,0.027,0.027
275,0.009,0.009
276,0.129,0.129
277,0.016,0.016
278,0.178,0.178
279,0.155,0.155
280,0.026,0.026
281,0.184,0.184
282,0.11,0.11
283,0.008,0.008
284,0.136,0.136
285,0.176,0.176
286,0.199,0.199
287,0.008,0.008
288,0.121,0.121
289,0.011,0.011
290,0.24,0.24
291,0.233,0.233
292,0.008,0.008
293,0.22,0.22
294,0.024,0.024
295,0.025,0.025
296,0.011,0.011
297,0.033,0.033
298,0.007,0.007
299,0.023,0.023
300,0.194,0.194
301,0.163,0.163
302,0.008,0.008
303,0.094,0.094
304,0.026,0.026
305,0.119,0.119
306,0.187,0.187
307,0.168,0.168
308,0.242,0.242
309,0.033,0.033
310,0.02,0.02
311,0.109,0.109
312,0.011,0.011
313,0.01,0.01
314,0.151,0.151
315,0.114,0.114
316,0.131,0.131
317,0.023,0.023
318,0.234,0.234
319,0.102,0.102
320,0.101,0.101
321,0.211,0.211
322,0.03,0.03
323,0.016,0.016
324,0.05,0.05
325,0.007,0.007
326,0.029,0.029
327,0.113,0.113
328,0.016,0.016
329,0.013,0.013
330,0.114,0.114
331,0.03,0.03
332,0.108,0.108
333,0.231,0.231
334,0.309,0.309
335,0.419,0.419
336,0.222,0.222
337,0.019,0.019
338,0.079,0.079
339,0.318,0.318
340,0.019,0.019
341,0.025,0.025
342,0.2,0.2
343,0.268,0.268
344,0.13,0.13
345,0.022,0.022
346,0.015,0.015
347,0.028,0.028
348,0.147,0.147
349,0.161,0.161
350,0.015,0.015
351,0.009,0.009
352,0.103,0.103
353,0.05,0.05
354,0.064,0.064
355,0.276,0.276
356,0.029,0.029
357,0.011,0.011
358,0.172,0.172
359,0.011,0.011
360,0.011,0.011
361,0.024,0.024
362,0.134,0.134
363,0.007,0.007
364,0.146,0.146
365,0.185,0.185
366,0.125,0.125
367,0.14,0.14
368,0.139,0.139
369,0.107,0.107
370,0.124,0.124
371,0.092,0.092
372,0.205,0.205
373,0.152,0.152
374,0.012,0.012
375,0.116,0.116
376,0.221,0.221
377,0.103,0.103
378,0.024,0.024
379,0.017,0.017
380,0.103,0.103
381,0.037,0.037
382,0.014,0.014
383,0.018,0.018
384,0.079,0.079
385,0.032,0.032
386,0.024,0.024
387,0.05,0.05
388,0.301,0.301
389,0.267,0.267
390,0.194,0.194
391,0.286,0.286
392,0.241,0.241
393,0.228,0.228
394,0.238,0.238
395,0.261,0.261
396,0.177,0.177
397,0.167,0.167
398,0.248,0.248
399,0.231,0.231
400,0.174,0.174
401,0.202,0.202
402,0.244,0.244
403,0.318,0.318
404,0.017,0.017
405,0.275,0.275
406,0.18,0.18
407,0.027,0.027
408,0.177,0.177
409,0.069,0.069
410,0.065,0.065
411,0.178,0.178
412,0.032,0.032
413,0.107,0.107
414,0.213,0.213
415,0.105,0.105
416,0.037,0.037
417,0.106,0.106
418,0.123,0.123
419,0.124,0.124
420,0.208,0.208
421,0.221,0.221
422,0.031,0.031
423,0.292,0.292
424,0.161,0.161
425,0.031,0.031
426,0.228,0.228
427,0.032,0.032
428,0.068,0.068
429,0.119,0.119
430,0,0
431,0.002,0.002
432,0.002,0.002
433,0.002,0.002
434,0,0
435,0.002,0.002
436,0.004,0.004
437,0.002,0.002
438,0.002,0.002
439,0.002,0.002
440,0,0
441,0,0
442,0.002,0.002
443,0,0
444,0.002,0.002
445,0.324,0.324
446,0.238,0.238
447,0.251,0.251
448,0.078,0.078
449,0.093,0.093
450,0.092,0.092
451,0.577,0.577
452,0.286,0.286
453,0.361,0.361
454,0.311,0.311
