index,Life Assessment,Total_Indicator
1,0.019,0.019
2,0.016,0.016
3,0.016,0.016
4,0.06,0.06
5,0.06,0.06
6,0.035,0.035
7,0.057,0.057
8,0.04,0.04
9,0.06,0.06
10,0.04,0.04
11,0.045,0.045
12,0.045,0.045
13,0.045,0.045
14,0.046,0.046
15,0.046,0.046
16,0.06,0.06
17,0.058,0.058
18,0.059,0.059
19,0.059,0.059
20,0.047,0.047
21,0.047,0.047
22,0.059,0.059
23,0.059,0.059
24,0.059,0.059
25,0.047,0.047
26,0.044,0.044
27,0.06,0.06
28,0.056,0.056
29,0.056,0.056
30,0.06,0.06
31,0.047,0.047
32,0.046,0.046
33,0.046,0.046
34,0.344,0.344
35,0.024,0.024
36,0.024,0.024
37,0.063,0.063
38,0.025,0.025
39,0.045,0.045
40,0.063,0.063
41,0.023,0.023
42,0.157,0.157
43,0.023,0.023
44,0.023,0.023
45,0.046,0.046
46,0.043,0.043
47,0.048,0.048
48,0.063,0.063
49,0.09,0.09
50,0.022,0.022
51,0.06,0.06
52,0.06,0.06
53,0.06,0.06
54,0.128,0.128
55,0.064,0.064
56,0.1,0.1
57,0.064,0.064
58,0.064,0.064
59,0.058,0.058
60,0.048,0.048
61,0.048,0.048
62,0.059,0.059
63,0.047,0.047
64,0.046,0.046
65,0.047,0.047
66,0.047,0.047
67,0.046,0.046
68,0.129,0.129
69,0.06,0.06
70,0.103,0.103
71,0.02,0.02
72,0.064,0.064
73,0.064,0.064
74,0.058,0.058
75,0.127,0.127
76,0.063,0.063
77,0.063,0.063
78,0.077,0.077
79,0.017,0.017
80,0.211,0.211
81,0.07,0.07
82,0.184,0.184
83,0.188,0.188
84,0.04,0.04
85,0.04,0.04
86,0.04,0.04
87,0.121,0.121
88,0.077,0.077
89,0.077,0.077
90,0.076,0.076
91,0.077,0.077
92,0.123,0.123
93,0.123,0.123
94,0.091,0.091
95,0.089,0.089
96,0.095,0.095
97,0.184,0.184
98,0.097,0.097
99,0.055,0.055
100,0.091,0.091
101,0.097,0.097
102,0.055,0.055
103,0.098,0.098
104,0.099,0.099
105,0.1,0.1
106,0.055,0.055
107,0.118,0.118
108,0.098,0.098
109,0.098,0.098
110,0.095,0.095
111,0.091,0.091
112,0.091,0.091
113,0.094,0.094
114,0.105,0.105
115,0.122,0.122
116,0.194,0.194
117,0.192,0.192
118,0.098,0.098
119,0.098,0.098
120,0.094,0.094
121,0.094,0.094
122,0.122,0.122
123,0.11,0.11
124,0.11,0.11
125,0.09,0.09
126,0.093,0.093
127,0.087,0.087
128,0.09,0.09
129,0.093,0.093
130,0.244,0.244
131,0.094,0.094
132,0.099,0.099
133,0.099,0.099
134,0.099,0.099
135,0.095,0.095
136,0.092,0.092
137,0.098,0.098
138,0.185,0.185
139,0.092,0.092
140,0.098,0.098
141,0.276,0.276
142,0.089,0.089
143,0.091,0.091
144,0.058,0.058
145,0.092,0.092
146,0.091,0.091
147,0.099,0.099
148,0.192,0.192
149,0.194,0.194
150,0.192,0.192
151,0.094,0.094
152,0.086,0.086
153,0.091,0.091
154,0.091,0.091
155,0.31,0.31
156,0.196,0.196
157,0.093,0.093
158,0.093,0.093
159,0.194,0.194
160,0.095,0.095
161,0.092,0.092
162,0.098,0.098
163,0.098,0.098
164,0.098,0.098
165,0.098,0.098
166,0.1,0.1
167,0.1,0.1
168,0.224,0.224
169,0.191,0.191
170,0.043,0.043
171,0.104,0.104
172,0.092,0.092
173,0.094,0.094
174,0.099,0.099
175,0.099,0.099
176,0.072,0.072
177,0.077,0.077
178,0.099,0.099
179,0.054,0.054
180,0.054,0.054
181,0.054,0.054
182,0.109,0.109
183,0.088,0.088
184,0.095,0.095
185,0.091,0.091
186,0.098,0.098
187,0.1,0.1
188,0.091,0.091
189,0.091,0.091
190,0.094,0.094
191,0.195,0.195
192,0.312,0.312
193,0.195,0.195
194,0.088,0.088
195,0.122,0.122
196,0.092,0.092
197,0.041,0.041
198,0.043,0.043
199,0.091,0.091
200,0.091,0.091
201,0.091,0.091
202,0.09,0.09
203,0.09,0.09
204,0.093,0.093
205,0.094,0.094
206,0.094,0.094
207,0.091,0.091
208,0.091,0.091
209,0.095,0.095
210,0.194,0.194
211,0.194,0.194
212,0.098,0.098
213,0.098,0.098
214,0.09,0.09
215,0.09,0.09
216,0.099,0.099
217,0.193,0.193
218,0.193,0.193
219,0.097,0.097
220,0.098,0.098
221,0.098,0.098
222,0.088,0.088
223,0.098,0.098
224,0.358,0.358
225,0.358,0.358
226,0.361,0.361
227,0.359,0.359
228,0.362,0.362
229,0.359,0.359
230,0.361,0.361
231,0.361,0.361
232,0.361,0.361
233,0.36,0.36
234,0.36,0.36
235,0.354,0.354
236,0.354,0.354
237,0.362,0.362
238,0.362,0.362
239,0.356,0.356
240,0.354,0.354
241,0.355,0.355
242,0.361,0.361
243,0.357,0.357
244,0.629,0.629
245,0.344,0.344
246,0.344,0.344
247,0.361,0.361
248,0.36,0.36
249,0.452,0.452
250,0.452,0.452
251,0.353,0.353
252,0.363,0.363
253,0.361,0.361
254,0.36,0.36
255,0.361,0.361
256,0.362,0.362
257,0.45,0.45
258,0.359,0.359
259,0.359,0.359
260,0.359,0.359
261,0.45,0.45
262,0.45,0.45
263,0.45,0.45
264,0.361,0.361
265,0.359,0.359
266,0.359,0.359
267,0.36,0.36
268,0.359,0.359
269,0.289,0.289
270,0.324,0.324
271,0.362,0.362
272,0.105,0.105
273,0.197,0.197
274,0.385,0.385
275,0.385,0.385
276,0.36,0.36
277,0.359,0.359
278,0.31,0.31
279,0.31,0.31
280,0.123,0.123
281,0.123,0.123
282,0.367,0.367
283,0.139,0.139
284,0.36,0.36
285,0.36,0.36
286,0.36,0.36
287,0.36,0.36
288,0.349,0.349
289,0.36,0.36
290,0.411,0.411
291,0.36,0.36
292,0.013,0.013
293,0.029,0.029
294,0.018,0.018
295,0.018,0.018
296,0.021,0.021
297,0.016,0.016
298,0.016,0.016
299,0.02,0.02
300,0.007,0.007
301,0,0
302,0.004,0.004
303,0.002,0.002
304,0.007,0.007
305,0,0
306,0.007,0.007
307,0.069,0.069
308,0.016,0.016
309,0.033,0.033
310,0.038,0.038
311,0.039,0.039
312,0.098,0.098
313,0.312,0.312
314,0.055,0.055
315,0.244,0.244
316,0.243,0.243
317,0.09,0.09
318,0.096,0.096
319,0.338,0.338
320,0.088,0.088
321,0.097,0.097
322,0.098,0.098
323,0.013,0.013
324,0.008,0.008
325,0.008,0.008
326,0.029,0.029
327,0.042,0.042
328,0.029,0.029
329,0.018,0.018
330,0.029,0.029
331,0.029,0.029
332,0.018,0.018
333,0.04,0.04
334,0.042,0.042
335,0.023,0.023
336,0.02,0.02
337,0.023,0.023
338,0.028,0.028
339,0.005,0.005
340,0.007,0.007
341,0.009,0.009
342,0.009,0.009
343,0.01,0.01
344,0,0
345,0,0
346,0,0
347,0.007,0.007
348,0.012,0.012
349,0.007,0.007
350,0.007,0.007
351,0.007,0.007
352,0.007,0.007
353,0.059,0.059
354,0.04,0.04
355,0.026,0.026
356,0.026,0.026
357,0.026,0.026
358,0.024,0.024
359,0.059,0.059
360,0.059,0.059
361,0.006,0.006
362,0.01,0.01
363,0.026,0.026
364,0.025,0.025
365,0.025,0.025
366,0.027,0.027
367,0.026,0.026
368,0.01,0.01
369,0.026,0.026
370,0.114,0.114
371,0.027,0.027
372,0.028,0.028
373,0.027,0.027
374,0.027,0.027
375,0.113,0.113
376,0.113,0.113
377,0.086,0.086
378,0.086,0.086
379,0.027,0.027
380,0.023,0.023
381,0.023,0.023
382,0.137,0.137
383,0.086,0.086
384,0.086,0.086
385,0.027,0.027
386,0.028,0.028
387,0.035,0.035
388,0.024,0.024
389,0.024,0.024
390,0.056,0.056
391,0.011,0.011
392,0.012,0.012
393,0.039,0.039
394,0.039,0.039
395,0.039,0.039
396,0.039,0.039
397,0.024,0.024
398,0.028,0.028
399,0.028,0.028
400,0.028,0.028
401,0.11,0.11
402,0.11,0.11
403,0.033,0.033
404,0.01,0.01
405,0.051,0.051
406,0.073,0.073
407,0.04,0.04
408,0.112,0.112
409,0.037,0.037
410,0.037,0.037
411,0.057,0.057
412,0.057,0.057
413,0.008,0.008
414,0.025,0.025
415,0.11,0.11
416,0.11,0.11
417,0.027,0.027
418,0.035,0.035
419,0.035,0.035
420,0.111,0.111
421,0.11,0.11
422,0.025,0.025
423,0.024,0.024
424,0.034,0.034
425,0.056,0.056
426,0.041,0.041
427,0.041,0.041
428,0.039,0.039
429,0.039,0.039
430,0.038,0.038
431,0.039,0.039
432,0.039,0.039
433,0.039,0.039
434,0.028,0.028
435,0.038,0.038
436,0.027,0.027
437,0.024,0.024
438,0.025,0.025
439,0.11,0.11
440,0.11,0.11
441,0.04,0.04
442,0.039,0.039
443,0.026,0.026
444,0.009,0.009
445,0.009,0.009
446,0.026,0.026
447,0.116,0.116
448,0.114,0.114
449,0.036,0.036
