index,Life Assessment,Total_Indicator
1,0.008,0.008
2,0.004,0.004
3,0.02,0.02
4,0.457,0.457
5,0.009,0.009
6,0.019,0.019
7,0.073,0.073
8,0.064,0.064
9,0.009,0.009
10,0.008,0.008
11,0.005,0.005
12,0.017,0.017
13,0.025,0.025
14,0.009,0.009
15,0.006,0.006
16,0.005,0.005
17,0.008,0.008
18,0.005,0.005
19,0.004,0.004
20,0.006,0.006
21,0.005,0.005
22,0.005,0.005
23,0.005,0.005
24,0.181,0.181
25,0.341,0.341
26,0.371,0.371
27,0.367,0.367
28,0.006,0.006
29,0.059,0.059
30,0.005,0.005
31,0.009,0.009
32,0.005,0.005
33,0.013,0.013
34,0.011,0.011
35,0.004,0.004
36,0.007,0.007
37,0.016,0.016
38,0.011,0.011
39,0.006,0.006
40,0.004,0.004
41,0.019,0.019
42,0.057,0.057
43,0.076,0.076
44,0.01,0.01
45,0.004,0.004
46,0.011,0.011
47,0.004,0.004
48,0.089,0.089
49,0.007,0.007
50,0.005,0.005
51,0.007,0.007
52,0.074,0.074
53,0.005,0.005
54,0.021,0.021
55,0.079,0.079
56,0.006,0.006
57,0.006,0.006
58,0.007,0.007
59,0.004,0.004
60,0.004,0.004
61,0.01,0.01
62,0.004,0.004
63,0.162,0.162
64,0.006,0.006
65,0.311,0.311
66,0.004,0.004
67,0.005,0.005
68,0.004,0.004
69,0.006,0.006
70,0.45,0.45
71,0.006,0.006
72,0.017,0.017
73,0.004,0.004
74,0.006,0.006
75,0.006,0.006
76,0.066,0.066
77,0.005,0.005
78,0.006,0.006
79,0.007,0.007
80,0.011,0.011
81,0.025,0.025
82,0.005,0.005
83,0.009,0.009
84,0.012,0.012
85,0.025,0.025
86,0.023,0.023
87,0.008,0.008
88,0.027,0.027
89,0.013,0.013
90,0.005,0.005
91,0.004,0.004
92,0.006,0.006
93,0.01,0.01
94,0.005,0.005
95,0.031,0.031
96,0.004,0.004
97,0.021,0.021
98,0.063,0.063
99,0.012,0.012
100,0.022,0.022
101,0.574,0.574
102,0.025,0.025
103,0.004,0.004
104,0.026,0.026
105,0.004,0.004
106,0.013,0.013
107,0.017,0.017
108,0.008,0.008
109,0.014,0.014
110,0.023,0.023
111,0.004,0.004
112,0.459,0.459
113,0.006,0.006
114,0.004,0.004
115,0.014,0.014
116,0.094,0.094
117,0.004,0.004
118,0.005,0.005
119,0.013,0.013
120,0.025,0.025
121,0.057,0.057
122,0.067,0.067
123,0.006,0.006
124,0.016,0.016
125,0.025,0.025
126,0.006,0.006
127,0.023,0.023
128,0.006,0.006
129,0.004,0.004
130,0.451,0.451
131,0.011,0.011
132,0.45,0.45
133,0.005,0.005
134,0.007,0.007
135,0.005,0.005
136,0.014,0.014
137,0.005,0.005
138,0.011,0.011
139,0.004,0.004
140,0.005,0.005
141,0.006,0.006
142,0.45,0.45
143,0.014,0.014
144,0.004,0.004
145,0.005,0.005
146,0.004,0.004
147,0.005,0.005
148,0.454,0.454
149,0.026,0.026
150,0.004,0.004
151,0.453,0.453
152,0.051,0.051
153,0.012,0.012
154,0.016,0.016
155,0.452,0.452
156,0.013,0.013
157,0.005,0.005
158,0.005,0.005
159,0.101,0.101
160,0.005,0.005
161,0.012,0.012
162,0.008,0.008
163,0.459,0.459
164,0,0
165,0.014,0.014
166,0.006,0.006
167,0.009,0.009
168,0.005,0.005
169,0.004,0.004
170,0.006,0.006
171,0.017,0.017
172,0.006,0.006
173,0.048,0.048
174,0.021,0.021
175,0.006,0.006
176,0.004,0.004
177,0.018,0.018
178,0.287,0.287
179,0.006,0.006
180,0.005,0.005
181,0.018,0.018
182,0.099,0.099
183,0.008,0.008
184,0.215,0.215
185,0.004,0.004
186,0.006,0.006
187,0.008,0.008
188,0.165,0.165
189,0.3,0.3
190,0.113,0.113
