index,Life Assessment,Total_Indicator
1,0.607,0.607
2,0.607,0.607
3,0.609,0.609
4,0.609,0.609
5,0.607,0.607
6,0.278,0.278
7,0.223,0.223
8,0.11,0.11
9,0.224,0.224
10,0.279,0.279
11,0.4,0.4
12,0.098,0.098
13,0.027,0.027
14,0.253,0.253
15,0.115,0.115
16,0.1,0.1
17,0.088,0.088
18,0.039,0.039
19,0.063,0.063
20,0.044,0.044
21,0.066,0.066
22,0.066,0.066
23,0.055,0.055
24,0.019,0.019
25,0.07,0.07
26,0.037,0.037
27,0.6,0.6
28,0.6,0.6
29,0.601,0.601
30,0.601,0.601
