index,Life Assessment,Total_Indicator
1,0.609,0.609
2,0.609,0.609
3,0.609,0.609
4,0.609,0.609
5,0.609,0.609
6,0.342,0.342
7,0.199,0.199
8,0.287,0.287
9,0.412,0.412
10,0.014,0.014
11,0.297,0.297
12,0.109,0.109
13,0.083,0.083
14,0.061,0.061
15,0.127,0.127
16,0.067,0.067
17,0.07,0.07
18,0.126,0.126
19,0.065,0.065
20,0.156,0.156
21,0.137,0.137
22,0.126,0.126
23,0.126,0.126
24,0.121,0.121
25,0.063,0.063
26,0.227,0.227
27,0.605,0.605
28,0.605,0.605
29,0.605,0.605
30,0.605,0.605
